Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
0.917743,0.107066,0.0150197,-0.00015377,-7.19052e-06,1.04487,-2.73469,2.48437,-0.773688,-0.280244,0.00573821,0.000402492,-2.7471e-06,0.46182,-1.1986,1.0834,-0.336254,0.3,-1.68925e-17,-1.3664e-17,-2.06602e-17,0,0,0,0,0,0,0,0,0,0,0,0
0.947348,0.141681,0.0141725,-0.000203485,-6.78491e-06,0.841574,-2.13447,1.87886,-0.566907,-0.264436,0.00861379,0.000379788,-3.63527e-06,0.502402,-1.27273,1.11952,-0.337631,0.3,1.36469e-17,-1.08256e-17,-7.03892e-18,0,0,0,0,0,0,0,0,0,0,0,0
0.917743,0.174017,0.0130972,-0.000249927,-6.27013e-06,0.890424,-2.33192,2.11926,-0.660152,-0.244373,0.00932646,0.000350973,-4.46494e-06,0.728599,-1.90129,1.72419,-0.536314,0.3,1.65132e-17,1.23121e-17,-9.54223e-18,0,0,0,0,0,0,0,0,0,0,0,0
0.947348,0.203553,0.0118112,-0.000292346,-5.65446e-06,0.682395,-1.7321,1.52538,-0.460397,-0.220378,0.0109094,0.00031651,-3.13366e-06,0.720883,-1.82317,1.60209,-0.482848,0.3,-2.33824e-17,1.89472e-17,1.01421e-17,0,0,0,0,0,0,0,0,0,0,0,0
0.947348,0.229813,0.0103351,-0.000330062,-4.9478e-06,0.585646,-1.48736,1.3103,-0.395568,-0.192836,0.0123169,0.000276955,-5.89656e-06,0.801479,-2.02778,1.78232,-0.537249,0.3,1.04728e-17,-1.09453e-17,-5.42941e-18,0,0,0,0,0,0,0,0,0,0,0,0
0.947348,0.252376,0.00869271,-0.000362467,-4.16154e-06,0.479473,-1.21869,1.07413,-0.324374,-0.162192,0.0135261,0.000232943,-6.47548e-06,0.869308,-2.20017,1.93425,-0.583133,0.3,-2.36934e-18,8.18671e-18,-2.93581e-17,-1.77636e-15,0,-3.55271e-15,0,0,0,0,0,0,0,0,0
0.947348,0.270878,0.00691047,-0.00038904,-3.30831e-06,0.365585,-0.930417,0.820677,-0.24796,-0.128938,0.0145177,0.000210068,-6.9502e-06,0.922597,-2.33575,2.05381,-0.619245,0.3,6.04302e-17,3.7761e-17,-4.4945e-17,-1.77636e-15,0,-3.55271e-15,0,0,0,0,0,0,0,0,0
0.947348,0.285021,0.00501704,-0.000409353,-2.40185e-06,0.245815,-0.627169,0.554019,-0.167557,-0.09361,0.0152757,0.000134444,-7.31309e-06,0.96173,-2.43533,2.14163,-0.645782,0.3,-2.07292e-17,4.50617e-17,9.32699e-18,0,0,0,0,0,0,0,0,0,0,0,0
0.947348,0.294579,0.00304288,-0.000423079,-1.45675e-06,0.12209,-0.313829,0.278448,-0.0844581,-0.0567754,0.015788,8.15418e-05,-7.55831e-06,0.94707,-2.39072,2.09846,-0.631969,0.3,9.38452e-18,2.45744e-17,3.60497e-18,0,0,0,0,0,0,0,0,0,0,0,0
0.947348,0.299396,0.00101976,-0.000429998,-4.882e-07,-0.00359993,0.00456034,-0.0016046,-1.77636e-15,-0.0190272,0.0182024,2.73272e-05,-7.68192e-06,0.94192,-2.39432,2.1104,-0.637337,0.3,-2.42257e-17,2.21426e-18,1.90473e-17,0,0,0,0,0,0,0,0,0,0,0,0
0.947348,0.299396,-0.00101976,-0.000429998,4.882e-07,-0.129232,0.322876,-0.281631,0.0844581,0.0190272,0.0160462,-2.73272e-05,-7.68192e-06,0.984196,-2.49396,2.19412,-0.661794,0.3,1.80004e-17,7.99774e-19,1.11411e-17,0,0,0,0,0,0,0,0,0,0,0,0
0.710511,0.294579,-0.00304288,-0.000423079,1.45675e-06,-0.928765,3.12098,-3.64905,1.4643,0.0567754,0.015788,-8.15418e-05,-4.53499e-06,3.5399,-11.9616,14.0323,-5.64356,0.3,-7.49362e-18,2.59459e-17,3.81927e-18,0,0,0,0,0,0,0,0,0,0,0,0
2.36837,0.285021,-0.00501704,-0.000409353,2.40185e-06,9.81183e-08,-4.11152e-10,-1.38778e-17,1.73472e-18,0.09361,0.0152757,-0.000134444,-7.31309e-06,3.22251e-08,1.02702e-09,1.38778e-17,-2.60209e-18,0.3,-2.53185e-18,3.5672e-18,-1.73879e-18,5.55112e-17,-5.55112e-17,0,0,0,0,0,0,0,0,0,0
2.36837,0.270878,-0.00691047,-0.00038904,3.30831e-06,9.32495e-08,-5.37864e-10,-4.16334e-17,3.46945e-18,0.128938,0.0145177,-0.000185184,-6.9502e-06,2.79467e-05,-3.29865e-05,1.29334e-05,-1.68028e-06,0.3,1.80199e-17,2.67755e-17,-2.43205e-17,5.55112e-17,-5.55112e-17,0,0,0,0,0,0,0,0,0,0
2.36837,0.252376,-0.00869271,-0.000362467,4.16154e-06,8.68802e-08,-6.55907e-10,-2.77556e-17,5.20417e-18,0.162192,0.0135261,-0.000201642,-6.47548e-06,-5.57488e-05,4.71258e-05,-1.49232e-05,1.68028e-06,0.3,-2.5978e-17,3.91524e-18,8.53725e-18,0,0,0,0,0,0,0,0,0,0,0,0
2.36837,0.229813,-0.0103351,-0.000330062,4.9478e-06,7.9113e-08,-7.6341e-10,1.38778e-17,-3.46945e-18,0.192836,0.0123169,-0.000276955,-5.89656e-06,6.63837e-08,8.00636e-10,-5.55112e-17,3.46945e-18,0.3,2.74187e-17,-2.70004e-18,-1.01062e-17,0,0,0,0,0,0,0,0,0,0,0,0
2.36837,0.203553,-0.0118112,-0.000292346,5.65446e-06,7.00728e-08,-8.58618e-10,5.55112e-17,-6.93889e-18,0.220378,0.0109094,-0.00031651,-5.22277e-06,-0.00141499,0.00155347,-0.00057183,7.10131e-05,0.3,7.63566e-18,3.17639e-17,-6.79342e-18,0,0,0,0,0,0,0,0,0,0,0,0
2.36837,0.174017,-0.0130972,-0.000249927,6.27013e-06,5.99052e-08,-9.40019e-10,-1.38778e-17,8.67362e-19,0.244373,0.0105797,-0.000350973,-4.46494e-06,-0.00188668,0.00179246,-0.000605467,7.10131e-05,0.3,-3.39049e-18,3.75059e-17,1.13879e-17,-1.11022e-16,0,-2.77556e-17,1.73472e-18,0,0,0,0,0,0,0,0
2.36837,0.141681,-0.0141725,-0.000203485,6.78491e-06,4.87736e-08,-1.00629e-09,5.55112e-17,-6.07153e-18,0.264436,0.00759343,-0.000379788,-3.63527e-06,-3.72933e-07,5.88161e-07,-2.48146e-07,3.4925e-08,0.3,-6.87022e-17,-4.87396e-17,2.27034e-17,5.55112e-17,-5.55112e-17,0,0,0,0,0,0,0,0,0,0
2.36837,0.107066,-0.0150197,-0.00015377,7.19052e-06,3.68573e-08,-1.05637e-09,4.16334e-17,-6.93889e-18,0.280244,0.00573821,-0.000402492,-1.64826e-06,-1.75939e-06,1.17573e-06,-3.30861e-07,3.4925e-08,0.3,1.31268e-16,5.5214e-18,-6.5703e-17,0,-5.55112e-17,0,-1.73472e-18,0,0,0,0,0,0,0,0
2.36837,0.0707277,-0.0156253,-0.00010158,7.48044e-06,2.43479e-08,-1.08945e-09,2.77556e-17,-4.77049e-18,0.291543,0.00379066,-0.00041872,-1.81473e-06,1.00364e-07,1.92101e-10,2.77556e-17,-3.46945e-18,0.3,-1.20063e-16,-2.05838e-18,1.48298e-17,0,0,0,0,0,0,0,0,0,0,0,0
2.36837,0.0332515,-0.0159795,-4.77564e-05,7.64999e-06,1.14468e-08,-1.10501e-09,5.55112e-17,-8.45678e-18,0.298152,0.00178212,-0.000428211,-8.53168e-07,4.90293e-06,-5.67509e-06,2.22506e-06,-2.89074e-07,0.3,1.26284e-16,-3.02322e-17,-6.5225e-17,1.11022e-16,-5.55112e-17,1.38778e-17,-1.73472e-18,0,0,0,0,0,0,0,0
2.36837,-0.00475979,-0.0160765,6.8361e-06,7.69645e-06,-1.63855e-09,-1.10278e-09,-7.80626e-17,9.75782e-18,0.299962,-0.000255101,-0.000425426,1.22127e-07,-9.49733e-06,8.10725e-06,-2.56738e-06,2.89074e-07,0.3,-5.69551e-17,4.01993e-17,1.01562e-17,0,0,0,-1.73472e-18,0,0,0,0,0,0,0,0
2.36837,-0.0426945,-0.0159149,6.13186e-05,7.61907e-06,-1.46975e-08,-1.08281e-09,3.1225e-17,-3.90313e-18,0.296946,-0.00228821,-0.00042648,1.09546e-06,1.02223e-07,-2.26567e-10,1.38778e-17,-3.46945e-18,0.3,1.51414e-17,-2.45551e-17,-2.22612e-17,0,0,-1.38778e-17,0,0,0,0,0,0,0,0,0
2.36837,-0.0799421,-0.0154972,0.000114814,7.41909e-06,-2.752e-08,-1.04542e-09,2.08167e-17,-1.73472e-18,0.289153,-0.00428451,-0.000415286,2.05116e-06,-0.000942404,0.00103468,-0.000380865,4.7298e-05,0.3,4.91026e-17,-1.06944e-17,-5.77424e-17,1.11022e-16,-5.55112e-17,1.38778e-17,0,0,0,0,0,0,0,0,0
2.36837,-0.115904,-0.0148301,0.000166463,7.09974e-06,-3.98997e-08,-9.91204e-10,6.245e-17,-6.93889e-18,0.276706,-0.00537714,-0.000397411,2.97386e-06,-0.00125658,0.00119386,-0.000403269,4.7298e-05,0.3,-2.53539e-17,5.13843e-18,6.73706e-18,0,0,0,0,0,0,0,0,0,0,0,0
2.36837,-0.15,-0.0139244,0.000215433,6.66616e-06,-5.16373e-08,-9.21038e-10,1.38778e-17,-1.73472e-18,0.259808,-0.00803927,-0.00037314,3.84871e-06,-6.97876e-07,9.96674e-07,-4.21086e-07,5.92652e-08,0.3,-4.63542e-22,-2.95687e-17,4.419e-18,0,0,0,0,0,0,0,0,0,0,0,0
2.36837,-0.181683,-0.0127947,0.000260936,6.12531e-06,-6.25441e-08,-8.36057e-10,2.77556e-17,-3.46945e-18,0.238729,-0.00973731,-0.000342866,6.52628e-06,-3.06708e-06,1.99385e-06,-5.61448e-07,5.92652e-08,0.3,-1.14673e-17,-4.13835e-17,-6.57638e-18,5.55112e-17,0,1.38778e-17,0,0,0,0,0,0,0,0,0
2.36837,-0.210442,-0.0114591,0.000302241,5.4859e-06,-7.24446e-08,-7.3762e-10,-2.77556e-17,1.73472e-18,0.213808,-0.0112787,-0.000307075,5.39954e-06,7.36032e-08,-8.24453e-10,0,0,0.3,7.79542e-17,2.64608e-17,-4.64978e-17,5.55112e-17,0,-2.77556e-17,3.46945e-18,0,0,0,0,0,0,0,0
2.36837,-0.235816,-0.00993909,0.000338683,4.75823e-06,-8.11794e-08,-6.27313e-10,0,0,0.185448,-0.0126386,-0.000266343,6.05058e-06,2.65746e-05,-3.13432e-05,1.22884e-05,-1.59648e-06,0.3,-7.55804e-17,-1.24019e-17,2.09281e-17,5.55112e-17,0,1.38778e-17,-1.73472e-18,0,0,0,0,0,0,0,0
2.36837,-0.257395,-0.00825918,0.000369675,3.95399e-06,-8.86079e-08,-5.06922e-10,0,-1.73472e-18,0.154103,-0.0137951,-0.000191585,6.60426e-06,-5.29684e-05,4.47737e-05,-1.41789e-05,1.59648e-06,0.3,6.80382e-17,-1.1708e-17,-4.71083e-17,5.55112e-17,0,1.38778e-17,-1.73472e-18,0,0,0,0,0,0,0,0
2.36837,-0.274833,-0.00644637,0.00039472,3.08613e-06,-9.46108e-08,-3.78359e-10,0,0,0.120279,-0.0147297,-0.000172747,7.05167e-06,4.14062e-08,-1.0396e-09,3.46945e-17,-4.33681e-18,0.3,-1.82876e-17,3.62083e-17,-3.91168e-18,0,0,0,0,0,0,0,0,0,0,0,0
2.36837,-0.287848,-0.00452985,0.000413412,2.16861e-06,-9.90913e-08,-2.43722e-10,-1.38778e-17,1.73472e-18,0.0845198,-0.0154272,-0.000121389,7.38562e-06,-0.00240887,0.00264449,-0.000973434,0.000120887,0.3,2.12297e-17,3.53122e-17,-4.97276e-18,-5.55112e-17,5.55112e-17,-1.38778e-17,1.73472e-18,0,0,0,0,0,0,0,0
2.36837,-0.296232,-0.00254043,0.000425453,1.2162e-06,-1.01977e-07,-1.05161e-10,-1.38778e-17,1.73472e-18,0.0474004,-0.0137432,-6.80774e-05,7.60073e-06,-0.00321184,0.00305133,-0.00103069,0.000120887,0.3,-3.75354e-17,2.39837e-17,1.94125e-17,0,0,-1.38778e-17,1.73472e-18,0,0,0,0,0,0,0,0
2.36837,-0.299849,-0.000510139,0.000430649,2.44223e-07,-1.03223e-07,3.51132e-11,0,3.46945e-18,0.00951838,-0.0160704,-1.36705e-05,7.69354e-06,-1.29088e-06,1.63819e-06,-6.92161e-07,9.74174e-08,0.3,1.05396e-17,-2.33689e-17,-2.1593e-18,5.55112e-17,-5.55112e-17,2.77556e-17,-3.46945e-18,0,0,0,0,0,0,0,0
2.36837,-0.298642,0.00152836,0.000428914,-7.31686e-07,-1.02807e-07,1.74757e-10,-1.38778e-17,3.46945e-18,-0.0285168,-0.0160057,4.09564e-05,1.07276e-05,-5.18642e-06,3.27749e-06,-9.22882e-07,9.74174e-08,0.3,1.00616e-17,2.00473e-17,-7.64787e-18,0,0,-1.38778e-17,-1.73472e-18,0,0,0,0,0,0,0,0
2.36837,-0.292629,0.00354227,0.000420279,-1.69582e-06,-1.00737e-07,3.11749e-10,0,1.73472e-18,-0.0660932,-0.0156835,9.49242e-05,7.50827e-06,-2.27648e-08,-1.058e-09,6.245e-17,-6.93889e-18,0.3,-2.52446e-18,1.67133e-17,2.5885e-19,-5.55112e-17,0,0,0,0,0,0,0,0,0,0,0
2.36837,-0.281908,0.00549918,0.000404881,-2.63267e-06,-9.70458e-08,4.43348e-10,-2.77556e-17,1.73472e-18,-0.102606,-0.0151089,0.000147365,7.23326e-06,2.36137e-05,-2.79599e-05,1.09619e-05,-1.42414e-06,0.3,-4.59726e-18,1.84649e-17,8.53459e-19,-5.55112e-17,5.55112e-17,-1.38778e-17,0,0,0,0,0,0,0,0,0
2.36837,-0.266651,0.00736761,0.000382969,-3.52716e-06,-9.17957e-08,5.68696e-10,-1.38778e-17,1.73472e-18,-0.137468,-0.0142912,0.000223964,6.84161e-06,-4.73453e-05,3.99404e-05,-1.26484e-05,1.42414e-06,0.3,1.40028e-17,1.25928e-17,-6.90534e-18,5.55112e-17,-5.55112e-17,1.38778e-17,-1.73472e-18,0,0,0,0,0,0,0,0
